Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
2555,18-Jan-23,Technical Skills,Internal,Passed,Andreaview,Michelle Gonzalez,3,650.08
2556,19-Aug-22,Customer Service,Internal,Passed,Barajasside,Jessica Cunningham,5,283.57
2557,20-Aug-22,Technical Skills,Internal,Completed,Carsonhaven,Jessica Robinson,1,908.5
2558,07-Nov-22,Technical Skills,Internal,Failed,Lake Mauricefurt,Thomas Nguyen,2,900.85
2559,19-Sep-22,Communication Skills,External,Passed,Port Chris,Christian Ramsey,3,449.84
2560,03-Aug-23,Communication Skills,External,Failed,Bradleyfurt,Priscilla Walton,5,981.9
2561,19-Dec-22,Technical Skills,External,Failed,South Derrickberg,Miguel Cole,4,289.37
2562,09-Jul-23,Customer Service,Internal,Failed,Lake Sherri,Bradley Maldonado,1,657.23
2563,03-Aug-23,Customer Service,External,Passed,Snyderhaven,Chelsea Bullock,5,416.37
2564,18-Jul-23,Leadership Development,Internal,Completed,North Jefferyberg,Michelle Johnson,4,624.9
2565,11-Sep-22,Communication Skills,Internal,Passed,Josephstad,Scott Cherry,2,559.06
2566,29-Jul-23,Project Management,External,Incomplete,West Thomas,Heather Henry,5,327.37
2567,24-Oct-22,Communication Skills,Internal,Failed,Kimfort,Mrs. Kathryn Leon,2,660.4
2568,15-Dec-22,Leadership Development,External,Passed,New Jacob,Katherine Nelson,5,477.46
2569,15-Jan-23,Project Management,Internal,Completed,Mitchellchester,Lisa Gomez,2,694.21
2570,23-May-23,Customer Service,Internal,Incomplete,North Rebecca,Samantha Randolph,2,737.84
2571,15-Aug-22,Technical Skills,Internal,Failed,Jimmymouth,Darren Harrell,2,919.95
2572,02-Sep-22,Technical Skills,Internal,Completed,Coopermouth,Michael Carroll,5,797.82
2573,27-Sep-22,Customer Service,Internal,Passed,South Garymouth,Katherine Morgan MD,2,806.47
2574,18-Jul-23,Technical Skills,External,Failed,Claudiahaven,Cynthia Lewis,1,376.59
2575,26-Feb-23,Communication Skills,Internal,Incomplete,Deborahland,Debra Smith,2,157.17
2576,23-Feb-23,Leadership Development,External,Incomplete,Palmerfurt,Mark Hammond,2,608.82
2577,04-Jul-23,Communication Skills,Internal,Failed,South Michael,Joanna Dixon,5,928.48
2578,10-Oct-22,Customer Service,External,Incomplete,South Mackenziestad,Kelly Mays,1,812.01
2579,02-Oct-22,Project Management,External,Incomplete,North Derek,Andrew Hughes,4,941.61
2580,07-Mar-23,Communication Skills,Internal,Incomplete,Washingtonchester,Andrew Prince,1,227.13
2581,13-May-23,Project Management,External,Passed,Garrettton,Victoria Whitehead,1,257.4
2582,17-Mar-23,Leadership Development,Internal,Incomplete,East Robertchester,John Ortega,2,360.65
2583,25-May-23,Customer Service,External,Completed,Williambury,Valerie Tucker,5,892.97
2584,16-Mar-23,Technical Skills,Internal,Incomplete,Port Jenniferside,Mr. Mike Rivera,4,746.93
2585,18-Feb-23,Customer Service,External,Incomplete,Lake Megan,Alexis Lee,1,909.6
2586,05-Aug-22,Customer Service,Internal,Completed,Bradborough,Diana Walsh,5,222.04
2587,27-Jan-23,Project Management,Internal,Failed,West Dylan,Amanda Johnson,3,583.69
2588,09-Jul-23,Communication Skills,Internal,Passed,Rebeccahaven,April Montes,3,856.44
2589,03-Apr-23,Communication Skills,External,Completed,New Courtney,William Dunn,4,919.1
2590,14-Jun-23,Leadership Development,External,Incomplete,West Daniel,James Pearson,3,606.76
2591,06-Oct-22,Customer Service,Internal,Completed,North Michaelbury,Jacob Johnson,2,745.31
2592,10-Feb-23,Technical Skills,Internal,Incomplete,Mooreville,Susan Garcia,3,240.57
2593,16-Aug-22,Communication Skills,Internal,Failed,Melvinchester,Mrs. Jasmine Heath,3,659.82
2594,01-Dec-22,Communication Skills,Internal,Failed,South Michael,Richard Jones,3,273.94
2595,12-Aug-22,Customer Service,External,Failed,Austinport,Melvin Porter,4,920.91
2596,22-Feb-23,Communication Skills,External,Incomplete,New Ericaborough,Jose Webster,2,114.28
2597,22-Oct-22,Communication Skills,External,Passed,Hallmouth,John Smith,3,242.28
2598,14-Dec-22,Customer Service,External,Completed,Lambport,Samantha Vega,3,420.06
2599,13-Feb-23,Customer Service,External,Failed,Roblesport,Alyssa Mitchell,2,288.93
2600,14-May-23,Project Management,Internal,Completed,West Wendyton,Brenda Rodriguez,3,637.45
2601,29-Jun-23,Communication Skills,External,Failed,Marissastad,Lori Miller,5,944.24
2602,25-Dec-22,Leadership Development,Internal,Failed,Brownhaven,Sharon Matthews,4,364.41
2603,20-Oct-22,Communication Skills,Internal,Passed,Christopherside,Brandon Mccarty,5,605.84
2604,01-Nov-22,Leadership Development,Internal,Failed,Robinview,Erin Mills,5,990.59
2605,14-Nov-22,Project Management,External,Completed,Reidburgh,Shaun Torres,4,549.19
2606,15-Nov-22,Leadership Development,External,Incomplete,Kimhaven,Kara King,1,587.34
2607,26-Dec-22,Technical Skills,External,Completed,Lake Marcus,Michael Brown,3,918.96
2608,21-Jan-23,Project Management,Internal,Incomplete,South Megan,Christina Moore,2,525.41
2609,04-Sep-22,Communication Skills,External,Passed,Salazarstad,Jason Velez,1,484.08
2610,25-Jun-23,Customer Service,External,Passed,Lake Jennifer,April Harris,5,184.63
2611,29-Oct-22,Customer Service,Internal,Failed,Rileybury,Mark Burton,3,793.77
2612,23-Apr-23,Customer Service,Internal,Completed,Carmenfurt,Caitlin Flores,3,301.02
2613,28-Oct-22,Leadership Development,Internal,Failed,East Josephmouth,Noah Morales,3,253.86
2614,09-Nov-22,Project Management,External,Completed,Brianstad,Corey Pennington,2,468.59
2615,10-Mar-23,Leadership Development,Internal,Completed,North William,Derrick Hernandez,5,689.87
2616,16-Apr-23,Customer Service,External,Failed,Paulmouth,Robert Ingram,5,428.33
2617,24-Jul-23,Project Management,External,Completed,South Mark,Morgan Wallace,2,806.47
2618,23-Jan-23,Communication Skills,Internal,Passed,Christopherburgh,Mark Smith,3,399.63
2619,30-Dec-22,Technical Skills,Internal,Completed,Cynthiaview,Stephanie Hopkins,3,440.24
2620,24-Jan-23,Communication Skills,External,Passed,New Matthewside,Shannon Flores,1,485.2
2621,03-Mar-23,Project Management,Internal,Incomplete,Port Christopher,Lynn Jones,2,451.56
2622,08-Dec-22,Leadership Development,External,Passed,West Erinchester,David Jenkins,5,159.37
2623,28-Aug-22,Leadership Development,Internal,Incomplete,Fernandezhaven,Shelley Mccoy,4,310.28
2624,04-Nov-22,Customer Service,Internal,Incomplete,New Carmenchester,Laura Baker,2,227.91
2625,01-Oct-22,Technical Skills,Internal,Failed,Lopezside,Marcus Davis,3,379.25
2626,05-Jan-23,Technical Skills,Internal,Incomplete,West Sarah,Scott Alvarado,3,197.3
2627,18-Aug-22,Customer Service,Internal,Completed,Gatesstad,Amanda Owens,4,862.64
2628,05-Sep-22,Technical Skills,Internal,Passed,West Joshua,Sandra Herman,1,896.12
2629,05-Jan-23,Communication Skills,External,Completed,Davidsonport,Jonathan Garcia,4,750.65
2630,07-Sep-22,Technical Skills,External,Incomplete,New Kevinland,Kimberly Lopez,4,424.19
2631,11-Oct-22,Customer Service,External,Incomplete,Laneshire,Mrs. Amy Riley,4,775.32
2632,19-Apr-23,Customer Service,External,Incomplete,Odonnellside,Gerald White,2,209.47
2633,09-Feb-23,Project Management,Internal,Completed,Watkinsfurt,Kimberly Robinson,2,859.39
2634,26-May-23,Project Management,External,Completed,Kimberlybury,Dr. Lisa Bishop MD,1,532.85
2635,03-Feb-23,Communication Skills,External,Passed,West Dawn,Jennifer Miller,2,136.6
2636,14-Jul-23,Communication Skills,Internal,Passed,Port Tiffanybury,Eric Shaw,4,483.54
2637,24-Apr-23,Communication Skills,Internal,Completed,Port Johnville,Daniel Morris,1,709.79
2638,28-May-23,Technical Skills,External,Passed,Lake Noah,Jose Warren,2,152.85
2639,19-Feb-23,Project Management,Internal,Completed,New Dave,Sarah Rojas,4,977.29
2640,20-Feb-23,Project Management,Internal,Failed,Sabrinaport,Benjamin Rogers,4,237.14
2641,25-Aug-22,Technical Skills,Internal,Passed,Port Sarahmouth,Dr. Oscar White DDS,5,637.84
2642,01-Jul-23,Project Management,Internal,Completed,Moniqueville,Bruce Stanton,1,889.73
2643,15-Jun-23,Project Management,Internal,Failed,Port Jillview,Dale Wilkinson,2,357.94
2644,01-Apr-23,Customer Service,Internal,Incomplete,East Eileenton,Jeff Martin,1,150.96
2645,02-Nov-22,Technical Skills,Internal,Completed,Thomaston,Richard Ramos,2,933.2
2646,15-Jul-23,Project Management,External,Failed,Guzmanmouth,Kyle Brown,3,378.6
2647,28-Jan-23,Project Management,Internal,Completed,East Teresaville,Patricia Lester,5,162.93
2648,07-Mar-23,Project Management,External,Incomplete,Caitlinfort,Terry Maddox,3,294.91
2649,25-Sep-22,Communication Skills,Internal,Passed,North Teresa,Christopher Yates,1,836.76
2650,29-Aug-22,Communication Skills,Internal,Passed,Port Ashleyport,Ruben Gilbert,1,136.23
2651,12-Jun-23,Customer Service,External,Completed,Wrightchester,Jacob Moore,3,236.69
2652,23-Oct-22,Customer Service,External,Incomplete,Lake Michael,Lisa Rodgers,1,424.44
2653,24-Jan-23,Technical Skills,Internal,Incomplete,Singletonmouth,Kelly Walker,3,139.71
2654,18-Mar-23,Communication Skills,External,Passed,West Judy,Jason Parker,3,428.13
2655,31-May-23,Project Management,External,Incomplete,Cameronchester,Robert Keller,3,972.66
2656,25-Feb-23,Communication Skills,External,Failed,Youngview,Kevin Decker,1,877.57
2657,08-May-23,Project Management,External,Failed,Port Cynthia,Sharon Cain,3,751.13
2658,29-Jun-23,Technical Skills,External,Passed,Jessicamouth,Henry Brown,1,471.89
2659,30-Aug-22,Customer Service,External,Failed,South Wanda,Michael Wheeler,3,957.63
2660,07-Sep-22,Project Management,External,Passed,Greenfort,Mary Villanueva,1,788.33
2661,12-Jan-23,Communication Skills,Internal,Completed,Matthewton,Allen Miller,4,220.32
2662,10-Mar-23,Project Management,External,Completed,Lake Josephtown,Dustin Phillips,5,406.1
2663,17-Dec-22,Customer Service,External,Passed,North Elizabethberg,Taylor Lopez,4,819.64
2664,13-Sep-22,Project Management,External,Incomplete,Halefurt,Elizabeth Lloyd,3,355.84
2665,03-Sep-22,Communication Skills,Internal,Completed,Port Jenniferfort,William Graham,4,786.38
2666,02-Feb-23,Project Management,Internal,Failed,Lake Brett,Kiara Davenport,2,460.62
2667,05-Feb-23,Leadership Development,External,Passed,Priceville,Isaiah Oconnell DDS,4,821.39
2668,19-Jan-23,Project Management,Internal,Passed,East Selenaville,Stephen Silva,3,968.31
2669,17-Mar-23,Project Management,Internal,Completed,New Richard,Grace Davis,3,912.22
2670,28-Jun-23,Project Management,External,Completed,Amandaside,Marc Smith,4,144.83
2671,14-Jan-23,Project Management,Internal,Passed,Karenchester,Stephanie Parrish,4,425.59
2672,18-Jul-23,Project Management,Internal,Incomplete,Bishophaven,Gabriel Miller,2,118.43
2673,11-May-23,Customer Service,Internal,Incomplete,Sarashire,Candace Anderson,2,281.27
2674,05-Apr-23,Customer Service,External,Incomplete,North Benjaminchester,Joshua Deleon,5,283.65
2675,07-Oct-22,Customer Service,Internal,Completed,Lake Shannonborough,Joshua Harrington,3,475.75
2676,11-Oct-22,Leadership Development,External,Failed,East Matthewbury,Jennifer Reed,3,188.07
2677,30-Dec-22,Technical Skills,External,Incomplete,West Carl,Aaron Duncan,4,843.69
2678,06-Apr-23,Project Management,External,Failed,Mooreburgh,Alexa Brown,3,166.28
2679,17-Aug-22,Communication Skills,External,Completed,Reynoldsside,Amanda Decker,2,119.62
2680,11-May-23,Customer Service,Internal,Failed,Evanhaven,Samantha Jackson,2,400.81
2681,26-Jan-23,Leadership Development,Internal,Completed,Sarahshire,Cassandra Davis,1,318.38
2682,05-May-23,Communication Skills,External,Failed,North Johnville,Amanda Huff,3,238.12
2683,26-Aug-22,Technical Skills,External,Passed,East Tammy,Dawn Moon,2,412.34
2684,23-Jan-23,Communication Skills,Internal,Passed,Cassandrashire,William Frank,5,776.58
2685,07-Feb-23,Project Management,External,Passed,West Kevinton,Nancy Mills,4,231.34
2686,12-Nov-22,Project Management,External,Completed,Lake Danielle,Courtney Palmer,1,278.7
2687,20-Jul-23,Technical Skills,External,Incomplete,East Kelsey,Edward Davis,1,272.22
2688,18-Nov-22,Customer Service,External,Completed,East Christopherhaven,Morgan Carlson,2,638.6
2689,12-Jul-23,Project Management,External,Passed,Leslieburgh,James Reid,1,812.6
2690,23-Feb-23,Technical Skills,External,Completed,Cannonfurt,Ryan Decker,1,134.11
2691,29-Dec-22,Project Management,External,Failed,Lewisstad,Kayla Peterson,3,934.3
2692,30-May-23,Communication Skills,External,Completed,New Matthew,David Roberts,1,614.11
2693,16-May-23,Project Management,External,Failed,Marieshire,Barbara Thomas,2,175.75
2694,08-Aug-22,Customer Service,External,Failed,North Christopher,Sandra Warren,2,167.34
2695,25-Jan-23,Customer Service,External,Passed,Pughstad,Grant Long,2,123.83
2696,29-Mar-23,Technical Skills,External,Incomplete,Lake Anthony,Nicholas King,2,932.48
2697,19-Feb-23,Project Management,Internal,Completed,Carlhaven,Leonard Hancock,4,714.81
2698,12-Dec-22,Project Management,Internal,Incomplete,Biancafort,Cindy Richard,3,152.78
2699,31-Jan-23,Technical Skills,External,Incomplete,Michellebury,Julia Smith,2,717.16
2700,29-Jun-23,Technical Skills,External,Failed,Port Thomasville,Michael Lynch,1,272.59
2701,20-Apr-23,Leadership Development,External,Incomplete,Moorefurt,Rebecca Ball,5,155.14
2702,05-Sep-22,Communication Skills,Internal,Completed,Alfredmouth,Gregg Jacobs,1,328.74
2703,31-Mar-23,Leadership Development,Internal,Passed,Lake Melissa,Joel Romero,2,775.58
2704,10-Dec-22,Leadership Development,Internal,Incomplete,Phillipsstad,Luis Ingram,2,499.97
2705,24-May-23,Communication Skills,External,Incomplete,Lake Lindaburgh,Angela Simmons,1,826.31
2706,28-Mar-23,Leadership Development,Internal,Failed,Johnmouth,Brian Espinoza,5,258.38
2707,16-Nov-22,Customer Service,External,Incomplete,Melissaberg,Tonya Austin,3,412.09
2708,04-Dec-22,Leadership Development,Internal,Failed,Lake Matthew,William Stanley,5,294.23
2709,15-Oct-22,Technical Skills,Internal,Failed,Donaldshire,Molly Nguyen,2,415.45
2710,20-Jul-23,Customer Service,Internal,Failed,West Thomasstad,Samantha Benson,5,807.71
2711,13-Sep-22,Leadership Development,Internal,Completed,East Michaelville,Andrew Maldonado,1,408.39
2712,30-Jan-23,Communication Skills,External,Passed,Lake Scottville,Richard Hammond,1,741.6
2713,09-Apr-23,Technical Skills,External,Completed,Hintonhaven,Matthew Parker,3,193.48
2714,08-Jan-23,Technical Skills,Internal,Incomplete,New Amyfort,David Watkins,5,831.09
2715,14-Oct-22,Customer Service,External,Completed,Phillipsport,Michelle Hicks,5,573.56
2716,16-Jan-23,Leadership Development,Internal,Completed,Port Haroldtown,Dave Williams,4,247.11
2717,25-Mar-23,Communication Skills,Internal,Passed,Wagnerfort,Dennis Davis,5,866.13
2718,13-Nov-22,Project Management,Internal,Incomplete,North Amber,Daniel Green,5,760.24
2719,25-Jul-23,Leadership Development,Internal,Passed,Lake Mirandamouth,Mrs. Stacey Martinez,5,992.93
2720,09-May-23,Customer Service,External,Failed,Ginaton,Michael Bailey,2,960.4
2721,19-Oct-22,Project Management,Internal,Incomplete,East Adrianhaven,Richard Fisher,4,173.54
2722,17-Jul-23,Leadership Development,External,Passed,Reedfurt,Robert Torres,1,334.08
2723,22-Jul-23,Leadership Development,External,Incomplete,South Kimberly,Christy Jones,3,763.23
2724,03-Jun-23,Leadership Development,External,Completed,Port Nicholasfort,Abigail Higgins,2,611.51
2725,29-Dec-22,Technical Skills,Internal,Incomplete,East Stephen,Allison Moore,2,354.21
2726,16-Jan-23,Customer Service,External,Passed,Lake Jacqueline,Christine Logan,3,502.39
2727,31-Dec-22,Communication Skills,Internal,Incomplete,Daisyview,Donna Cain PhD,2,687.99
2728,27-Jan-23,Project Management,Internal,Completed,Millerborough,Jeremy Morris,5,877.47
2729,06-Jul-23,Leadership Development,External,Passed,Scottchester,Mrs. Tracey Martinez,2,700.04
2730,20-May-23,Project Management,External,Incomplete,East Michael,Teresa Jenkins,5,486.43
2731,20-Apr-23,Technical Skills,Internal,Failed,West Hollymouth,Christopher White,1,897.96
2732,23-Feb-23,Customer Service,Internal,Completed,Michaelview,Megan Hill,3,147.28
2733,12-Feb-23,Leadership Development,Internal,Completed,New Toddville,Michael Smith,5,612.96
2734,22-Feb-23,Communication Skills,External,Completed,Lake Tanya,Dennis Lucas,5,953.92
2735,12-Nov-22,Leadership Development,External,Incomplete,Smithburgh,Anthony Young,1,519.23
2736,05-Mar-23,Technical Skills,Internal,Passed,Nelsonburgh,Linda Weaver,1,297.94
2737,18-Apr-23,Communication Skills,Internal,Failed,South Tyronetown,Sandra Jenkins,5,317.55
2738,01-Oct-22,Communication Skills,Internal,Incomplete,Chapmanmouth,Harold Harper,5,880.42
2739,21-Aug-22,Customer Service,Internal,Completed,East Shaneside,Jenny Peters,1,457.71
2740,17-May-23,Communication Skills,Internal,Completed,South Desiree,Michelle Moreno,3,200.27
2741,26-Sep-22,Technical Skills,External,Failed,Amandamouth,Jonathan Sparks,5,573.08
2742,05-Sep-22,Communication Skills,Internal,Incomplete,Millermouth,Lisa Stevens,4,785.39
2743,20-Apr-23,Technical Skills,Internal,Failed,Lake Monica,Laura Walker,3,437.36
2744,29-Oct-22,Technical Skills,External,Incomplete,Butlershire,Mr. Christopher Howard II,5,955.17
2745,12-Oct-22,Technical Skills,Internal,Failed,Priceshire,Andres Thomas,3,542.56
2746,12-Feb-23,Project Management,External,Incomplete,Rochatown,Renee Mcdonald,5,399.23
2747,15-Oct-22,Technical Skills,External,Failed,West Laurentown,Rhonda Rivera,2,677.74
2748,14-Jan-23,Project Management,External,Completed,Port Madison,Christopher Mitchell,2,301.42
2749,19-Nov-22,Customer Service,External,Failed,Wilsonmouth,Andrea Barker,5,149.65
2750,27-Feb-23,Customer Service,Internal,Passed,New Carlyview,Derek Johnston,1,462.45
2751,15-Feb-23,Communication Skills,External,Incomplete,East Michael,Brian Cobb,2,585.76
2752,06-Dec-22,Customer Service,Internal,Incomplete,Alexandraview,Mary Robinson,5,450.64
2753,18-Oct-22,Communication Skills,Internal,Completed,Natashaton,Rachel Dixon,1,437.7
2754,04-Apr-23,Project Management,Internal,Failed,Port Eric,Michael Mckinney,1,823.08
2755,21-Dec-22,Technical Skills,Internal,Completed,New James,Matthew Mueller,4,118.68
2756,04-Apr-23,Communication Skills,External,Completed,East Michaelton,Dr. Craig Baker,5,120.79
2757,19-Dec-22,Technical Skills,External,Failed,South Robin,Jonathan Alvarez,1,519.35
2758,17-May-23,Technical Skills,External,Incomplete,Jasonview,Christine Stein,4,100.17
2759,30-Jun-23,Project Management,Internal,Incomplete,Port William,Cathy Velazquez,1,662.8
2760,03-May-23,Leadership Development,Internal,Completed,Chaseside,Caitlin Chavez,3,287.59
2761,26-Nov-22,Project Management,External,Incomplete,East Kerri,Victoria Stevens,4,653.32
2762,26-Apr-23,Leadership Development,Internal,Failed,Kimberlymouth,Jeremy Mendez,3,254.85
2763,24-Nov-22,Technical Skills,External,Completed,Michaelbury,Steven Williams,4,430.35
2764,14-Jun-23,Communication Skills,External,Incomplete,Thompsonmouth,Monique Wang,5,755.77
2765,30-Mar-23,Customer Service,Internal,Incomplete,Michaelside,Lauren Matthews,2,529.91
2766,25-Mar-23,Technical Skills,External,Completed,New Richardburgh,Michelle Lara,1,440.14
2767,21-Jan-23,Customer Service,Internal,Passed,West Tara,Jennifer Thomas,2,972.3
2768,24-Oct-22,Project Management,Internal,Incomplete,New Judithside,Patrick Jones,5,176.6
2769,17-Jul-23,Project Management,Internal,Completed,Brittneyfort,Kelsey Scott,1,747.74
2770,07-Jul-23,Customer Service,External,Passed,Stephensfurt,Kimberly Martinez,5,451.03
2771,11-Dec-22,Technical Skills,Internal,Incomplete,New Stephen,Luis Wiley,5,255.16
2772,06-Feb-23,Leadership Development,Internal,Passed,Hessburgh,Timothy Valdez,5,258.08
2773,02-Feb-23,Communication Skills,Internal,Completed,Port Aaron,Jonathan Todd,4,697.67
2774,05-Aug-23,Communication Skills,Internal,Passed,Byrdville,David Martin,5,694.23
2775,05-Nov-22,Technical Skills,Internal,Incomplete,Dustinville,Gerald Gonzales,1,703.45
2776,09-Jul-23,Leadership Development,External,Incomplete,Charleschester,Sarah Willis,1,134.44
2777,25-Jul-23,Communication Skills,Internal,Failed,East Rebeccaburgh,Anthony Holland,2,458.37
2778,06-Oct-22,Project Management,External,Failed,Lake Cassandraburgh,Leonard Garner,5,594.73
2779,13-Feb-23,Leadership Development,Internal,Completed,Colemanburgh,Ann Stevens,3,330.68
2780,24-Dec-22,Communication Skills,Internal,Incomplete,Elizabethside,Lisa Harrell,3,625.69
2781,12-Nov-22,Leadership Development,Internal,Completed,South Tiffany,Dustin Haley,5,437.26
2782,17-Oct-22,Leadership Development,Internal,Passed,New Jamieshire,Mark Lopez,2,134.99
2783,20-May-23,Technical Skills,External,Incomplete,Port Vanessamouth,Steven Miller,4,880.21
2784,08-Sep-22,Customer Service,Internal,Completed,Owenston,Ian Snow,5,427.99
2785,26-Nov-22,Technical Skills,Internal,Completed,Markshire,Amanda Gardner,1,925.68
2786,16-Jun-23,Communication Skills,External,Incomplete,Reynoldsland,David Rogers,4,485.05
2787,18-Apr-23,Technical Skills,External,Passed,Gordonmouth,Victoria Riley,5,720.07
2788,21-Jan-23,Project Management,External,Incomplete,Lake Dennis,Michaela Diaz,5,161.15
2789,06-Jun-23,Project Management,Internal,Completed,Lake Taratown,Lori Wall,4,899.17
2790,20-Sep-22,Communication Skills,External,Incomplete,Brooksport,Tim Henderson,1,438.31
2791,08-Apr-23,Communication Skills,Internal,Passed,Youngland,Allison Manning,3,903.18
2792,21-May-23,Technical Skills,External,Passed,Valenzuelaview,April Peterson,2,607.81
2793,09-Oct-22,Project Management,External,Incomplete,Williamstad,Evan Adams,1,774.44
2794,10-Jan-23,Customer Service,Internal,Incomplete,Debraview,Kim Shea,3,644.38
2795,30-Apr-23,Customer Service,Internal,Failed,Horneside,Jaclyn Cordova,4,457.74
2796,19-Oct-22,Communication Skills,External,Incomplete,Theresastad,John Choi,2,840.27
2797,18-Dec-22,Communication Skills,External,Failed,Blackborough,Paula Gill,1,559.59
2798,24-Apr-23,Leadership Development,External,Completed,Lindaside,Keith Scott,1,840.65
2799,28-Jul-23,Communication Skills,Internal,Incomplete,Stephaniemouth,Debbie Arnold,1,543.46
2800,20-Dec-22,Customer Service,External,Incomplete,New Frankshire,David Young,1,729.03
2801,14-Jun-23,Leadership Development,External,Incomplete,Vazquezport,Annette Thomas,4,449.65
2802,21-Apr-23,Technical Skills,External,Passed,Megantown,Tanya Lozano,3,213.38
2803,29-Jan-23,Leadership Development,Internal,Failed,Adamsmouth,Emma Wright,4,106.21
2804,26-Jan-23,Leadership Development,Internal,Completed,Lake Kimberly,Jamie Kim,5,483.07
2805,18-Jul-23,Project Management,Internal,Passed,Melissahaven,Nicole Medina,2,515.31
2806,27-May-23,Communication Skills,Internal,Incomplete,Lake Andreaville,Zachary Jackson,5,290.8
2807,16-Apr-23,Customer Service,Internal,Passed,Montgomeryport,Antonio Kidd,4,977.46
2808,23-Sep-22,Communication Skills,External,Passed,East Connor,Susan Fowler,5,105.41
2809,21-Dec-22,Technical Skills,Internal,Failed,Jonesmouth,Patricia Hernandez,2,856.23
2810,05-Apr-23,Technical Skills,Internal,Incomplete,Lake Lisamouth,Michael Lyons,3,964.33
2811,04-Nov-22,Technical Skills,External,Completed,Robertview,Amanda Andersen,3,589.88
2812,25-Nov-22,Leadership Development,External,Incomplete,Flowerston,Dr. Natalie Pacheco,4,663.36
2813,20-Apr-23,Technical Skills,Internal,Completed,North Margaretstad,Steven Blair,2,249.88
2814,31-Jul-23,Leadership Development,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89
2815,10-May-23,Project Management,Internal,Completed,Dustinhaven,Priscilla Andrews,5,224.58
2816,17-Mar-23,Project Management,External,Incomplete,North Mario,Robert May,3,251.78
2817,13-Jan-23,Technical Skills,External,Failed,Montoyaville,Charles Rubio,2,314
2818,27-Feb-23,Technical Skills,External,Completed,South Annmouth,Edwin Brown,5,453.51
2819,31-Jul-23,Leadership Development,Internal,Failed,North Rebecca,Lisa Hebert,2,595.4
2820,23-Oct-22,Project Management,External,Completed,Ericberg,Mrs. Margaret Moon DDS,2,606.3
2821,06-Mar-23,Technical Skills,Internal,Incomplete,Aaronborough,David Cunningham,5,841.22
2822,18-Sep-22,Communication Skills,Internal,Failed,East Michael,Jessica Berry,4,912.5
2823,04-Sep-22,Communication Skills,External,Incomplete,West Jesse,Amanda White,2,196.27
2824,07-Sep-22,Project Management,Internal,Incomplete,Hoffmanbury,Molly Miranda,1,224.09
2825,02-Nov-22,Technical Skills,External,Completed,Whiteberg,Alexandra Smith,2,363.8
2826,13-Jul-23,Customer Service,Internal,Failed,Craigton,David Wright,2,656.05
2827,07-Sep-22,Leadership Development,Internal,Incomplete,East Brandonfort,Andrea Daugherty,1,629.85
2828,30-Jan-23,Communication Skills,Internal,Completed,Deborahville,Dennis Romero,3,915.92
2829,26-Oct-22,Customer Service,External,Passed,North Michaelchester,Francis Rosales,3,487.27
2830,06-Dec-22,Project Management,External,Completed,Whitebury,Shawn Dillon,1,266.42
2831,09-Feb-23,Communication Skills,External,Incomplete,Christineport,Cynthia Allen,1,277.22
2832,23-Dec-22,Customer Service,Internal,Incomplete,Hebertville,Andrew Harvey,1,545.87
2833,24-Aug-22,Leadership Development,External,Incomplete,Heidiburgh,Melanie Harris,3,182.84
2834,10-Jun-23,Technical Skills,External,Completed,Port Stacymouth,Casey West,4,149.67
2835,22-Nov-22,Customer Service,Internal,Completed,Moorefurt,Amber Berry,4,939.72
2836,18-May-23,Customer Service,External,Completed,Port Mike,Brian Williams,5,410.04
2837,08-Jun-23,Communication Skills,External,Incomplete,Sandersfort,Tonya Stein,1,945.59
2838,18-May-23,Communication Skills,Internal,Completed,Port Andreaton,Robert Flores,4,539.06
2839,07-Aug-22,Customer Service,External,Incomplete,South Melissamouth,Laura Palmer,2,837.22
2840,04-Oct-22,Customer Service,Internal,Incomplete,Rodneyton,Brandon Fuller,3,360.08
2841,22-Apr-23,Customer Service,Internal,Completed,Port Tinastad,Lauren Parker,2,405.48
2842,22-Dec-22,Project Management,Internal,Failed,Huffton,Becky Curtis,4,577.78
2843,01-Oct-22,Leadership Development,External,Completed,Thomasmouth,Amanda Woodard,2,102.16
2844,28-Aug-22,Leadership Development,Internal,Passed,Port Lauren,Bobby Knight,5,336.98
2845,06-Feb-23,Customer Service,External,Completed,South Lori,Pamela Myers,2,764.22
2846,02-Sep-22,Communication Skills,Internal,Incomplete,Lake Courtney,Joseph Nelson,2,326.54
2847,16-Jul-23,Customer Service,Internal,Completed,Port Douglas,Beth Ryan,3,762.23
2848,21-Jul-23,Customer Service,Internal,Failed,Adammouth,Michelle Sullivan,2,510.12
2849,06-May-23,Technical Skills,Internal,Failed,Kristybury,Donna Gonzalez,3,706.23
2850,26-Apr-23,Technical Skills,External,Passed,Jaredtown,Thomas Villarreal,2,634.36
2851,16-Jul-23,Communication Skills,Internal,Failed,West Cherylland,Rebecca Bullock,2,718.77
2852,23-Jun-23,Communication Skills,Internal,Incomplete,Brownbury,Austin Moss,3,820.39
2853,01-Jan-23,Leadership Development,Internal,Passed,West Dennisborough,Tyrone Fernandez,1,835.07
2854,18-Apr-23,Project Management,External,Incomplete,West Wesley,Kevin Moore,4,670.82
2855,05-Sep-22,Technical Skills,External,Passed,East Laurenstad,Kathleen Valenzuela,1,596.23
